state,city,datetime,crop_type,growth_stage,air_temperature_c,relative_humidity_%,rainfall_mm,wind_speed_mps,solar_radiation_wm2,soil_moisture_%,soil_temperature_c,soil_ph,irrigation_status,fertilizer_applied,pest_risk_level,crop_health_index,crop_duration_days,region
Nagaland,Kohima,2024-04-07 18:00:00,Potato,Maturity,18.4,81.5,6.4,5.2,395.7,65.9,16.8,5.6,ON,UREA,LOW,76,111,Northeast India
Karnataka,Shivamogga,2024-01-08 17:00:00,Coffee,Harvest,26.8,84.3,10.5,5.5,327.6,61.3,24.3,5.6,OFF,DAP,MEDIUM,71,96,South India
Karnataka,Belagavi,2024-09-09 17:00:00,Maize,Germination,28.1,67.2,2.4,2.2,741.1,54.5,25.6,5.8,OFF,MOP,HIGH,61,143,South India
Andhra Pradesh,Kurnool,2024-08-25 08:00:00,Chilli,Fruiting,31.5,56.6,6.3,5.9,547.9,58.7,29.5,5.8,ON,UREA,HIGH,72,145,South India
Rajasthan,Jaipur,2024-01-12 01:00:00,Wheat,Seedling,21.9,45.1,3.0,1.2,752.5,55.2,20.0,7.4,ON,DAP,HIGH,62,136,North India
Maharashtra,Aurangabad,2024-08-18 22:00:00,Onion,Vegetative,15.4,67.4,4.3,2.9,295.2,58.0,14.0,6.6,OFF,NONE,HIGH,54,174,West India
Maharashtra,Nashik,2023-02-08 14:00:00,Wheat,Seedling,18.8,54.7,2.3,4.3,323.5,49.5,15.8,7.3,OFF,DAP,MEDIUM,77,159,West India
Chhattisgarh,Durg,2023-08-10 04:00:00,Rice,Maturity,31.1,84.9,5.9,0.9,701.8,74.6,28.9,5.7,ON,ORGANIC,MEDIUM,79,125,Central India
West Bengal,Kolkata,2023-10-15 11:00:00,Mustard,Vegetative,19.3,59.4,2.6,0.5,673.7,31.2,16.5,6.5,OFF,SSP,MEDIUM,71,162,East India
Tripura,Dharmanagar,2023-04-15 17:00:00,Mustard,Seedling,12.4,49.9,3.4,0.7,225.0,54.1,11.3,6.8,OFF,NONE,LOW,91,134,Northeast India
Karnataka,Mangaluru,2024-01-25 18:00:00,Maize,Maturity,21.5,73.6,2.1,2.8,758.8,51.5,19.8,6.3,ON,DAP,HIGH,65,145,South India
Karnataka,Mangaluru,2023-09-08 07:00:00,Maize,Harvest,22.4,64.6,8.8,1.9,203.0,54.2,18.6,6.2,ON,DAP,HIGH,68,166,South India
Gujarat,Vadodara,2024-03-04 07:00:00,Wheat,Harvest,20.6,46.8,1.7,6.0,576.3,37.2,19.2,6.9,OFF,NONE,HIGH,74,136,West India
Madhya Pradesh,Jabalpur,2024-07-10 07:00:00,Maize,Vegetative,32.3,58.4,2.0,1.6,565.7,63.8,30.0,6.2,ON,ORGANIC,LOW,71,122,Central India
Punjab,Patiala,2023-09-06 01:00:00,Rice,Flowering,31.0,72.4,13.5,1.2,250.4,72.0,27.6,5.9,ON,DAP,LOW,86,96,North India
Bihar,Bhagalpur,2024-10-20 19:00:00,Maize,Vegetative,23.2,63.7,6.7,2.7,406.0,61.8,19.3,6.7,ON,SSP,LOW,77,108,East India
Rajasthan,Udaipur,2023-08-08 17:00:00,Wheat,Vegetative,22.6,45.8,4.4,0.6,656.1,36.9,19.0,7.0,OFF,UREA,LOW,65,153,North India
Madhya Pradesh,Gwalior,2024-04-01 22:00:00,Chickpea,Harvest,21.6,47.9,3.2,5.0,795.1,45.4,18.6,6.6,OFF,ORGANIC,HIGH,73,115,Central India
Manipur,Churachandpur,2024-04-18 09:00:00,Rice,Vegetative,30.4,78.3,11.3,4.6,474.9,71.3,29.3,5.7,ON,UREA,LOW,94,136,Northeast India
West Bengal,Bardhaman,2023-02-26 15:00:00,Jute,Harvest,29.2,79.6,13.2,5.3,224.3,75.5,26.4,7.2,ON,ORGANIC,LOW,86,163,East India
Uttar Pradesh,Agra,2024-06-19 04:00:00,Rice,Seedling,25.5,85.6,13.2,1.7,747.5,60.2,24.5,6.9,OFF,DAP,HIGH,51,103,North India
Punjab,Jalandhar,2024-01-14 17:00:00,Rice,Maturity,26.1,82.3,11.7,6.2,537.9,64.3,22.3,7.0,ON,UREA,LOW,78,120,North India
Karnataka,Shivamogga,2024-10-31 10:00:00,Ragi,Fruiting,19.0,47.3,7.0,5.1,510.8,54.0,16.9,6.4,ON,DAP,MEDIUM,61,132,South India
Bihar,Gaya,2024-03-05 17:00:00,Rice,Flowering,31.3,94.1,7.1,4.5,433.0,70.3,30.2,5.9,OFF,NPK,LOW,84,178,East India
West Bengal,Bardhaman,2024-01-26 20:00:00,Mustard,Vegetative,11.7,61.5,3.6,5.7,401.7,40.9,9.1,7.3,OFF,UREA,HIGH,77,143,East India
Gujarat,Surat,2024-10-28 14:00:00,Tobacco,Seedling,22.2,57.7,0.8,2.1,644.1,42.6,20.4,7.0,ON,DAP,HIGH,64,168,West India
Maharashtra,Nashik,2023-04-05 01:00:00,Wheat,Seedling,24.7,61.7,2.7,6.2,742.3,36.8,21.4,7.2,ON,DAP,MEDIUM,83,142,West India
Arunachal Pradesh,Naharlagun,2023-05-28 14:00:00,Rice,Germination,30.1,75.8,12.5,2.7,789.8,75.6,28.3,6.8,ON,MOP,HIGH,68,161,Northeast India
Meghalaya,Shillong,2024-05-28 14:00:00,Rice,Fruiting,31.0,71.7,8.8,5.0,592.1,50.5,28.4,5.8,OFF,NONE,MEDIUM,70,141,Northeast India
Karnataka,Hubballi,2023-08-11 23:00:00,Sugarcane,Maturity,26.0,75.2,6.2,0.8,365.7,72.7,22.4,6.6,ON,SSP,HIGH,55,146,South India
Manipur,Thoubal,2023-06-24 07:00:00,Maize,Germination,31.2,65.1,4.4,2.8,710.3,43.6,29.9,6.9,ON,MOP,LOW,74,174,Northeast India
West Bengal,Bardhaman,2024-02-26 11:00:00,Jute,Harvest,29.1,78.6,13.1,5.9,712.8,57.8,26.4,6.9,OFF,NONE,HIGH,59,142,East India
Gujarat,Anand,2024-10-30 20:00:00,Groundnut,Harvest,34.1,54.1,6.4,2.8,336.2,43.4,31.6,5.8,OFF,ORGANIC,MEDIUM,70,128,West India
Odisha,Cuttack,2024-03-13 08:00:00,Rice,Seedling,30.0,86.0,5.4,3.4,337.6,71.1,27.9,6.2,OFF,ORGANIC,HIGH,69,178,East India
Karnataka,Mangaluru,2024-07-16 04:00:00,Groundnut,Fruiting,31.6,65.8,0.5,4.6,779.9,58.1,29.0,5.5,OFF,MOP,MEDIUM,55,178,South India
Uttar Pradesh,Agra,2024-10-22 08:00:00,Wheat,Seedling,22.8,70.5,3.3,2.1,793.1,58.1,21.5,6.6,ON,DAP,LOW,79,96,North India
Andhra Pradesh,Guntur,2024-09-20 00:00:00,Tobacco,Seedling,28.6,66.9,4.4,3.5,791.2,59.8,24.6,6.7,OFF,NONE,LOW,84,163,South India
Arunachal Pradesh,Naharlagun,2023-07-10 10:00:00,Maize,Seedling,29.1,75.1,7.0,4.8,231.9,49.2,26.3,6.1,ON,DAP,HIGH,69,124,Northeast India
Sikkim,Namchi,2024-07-25 00:00:00,Orange,Seedling,24.1,80.7,9.1,3.5,480.8,61.7,22.9,5.6,OFF,ORGANIC,LOW,73,98,Northeast India
Telangana,Warangal,2023-11-05 17:00:00,Chilli,Vegetative,24.2,64.9,4.8,0.6,540.9,44.2,22.4,6.5,OFF,NPK,HIGH,47,121,South India
Meghalaya,Shillong,2023-11-29 21:00:00,Rice,Flowering,31.5,87.1,10.9,3.4,200.6,73.6,29.2,5.7,ON,UREA,HIGH,68,114,Northeast India
Telangana,Hyderabad,2023-02-10 00:00:00,Rice,Flowering,31.2,75.0,10.4,5.3,483.7,56.3,27.6,5.8,OFF,MOP,MEDIUM,63,111,South India
Punjab,Patiala,2024-02-17 12:00:00,Maize,Germination,27.1,72.5,6.0,4.3,286.4,55.5,23.9,6.6,OFF,MOP,LOW,86,154,North India
West Bengal,Asansol,2023-05-30 20:00:00,Tea,Seedling,25.7,76.8,6.0,2.6,345.1,79.1,22.7,5.0,OFF,NONE,HIGH,72,143,East India
Punjab,Ludhiana,2024-03-06 17:00:00,Rice,Fruiting,26.4,83.9,8.8,0.8,540.9,66.3,25.3,5.6,OFF,MOP,LOW,91,124,North India
Maharashtra,Aurangabad,2023-07-17 11:00:00,Onion,Fruiting,26.6,60.4,4.5,2.9,280.1,42.5,23.4,7.3,OFF,DAP,LOW,78,171,West India
Andhra Pradesh,Nellore,2023-10-06 18:00:00,Chilli,Fruiting,21.6,73.4,6.3,1.7,346.9,43.1,19.6,6.2,ON,NONE,HIGH,48,103,South India
Telangana,Karimnagar,2023-05-04 12:00:00,Chilli,Harvest,30.5,80.0,5.4,4.7,486.7,43.8,27.1,6.1,OFF,UREA,HIGH,64,131,South India
Uttar Pradesh,Kanpur,2023-04-20 15:00:00,Sugarcane,Fruiting,25.1,85.2,6.1,6.4,345.9,53.0,23.5,6.6,OFF,NONE,LOW,72,172,North India
Maharashtra,Solapur,2024-10-17 01:00:00,Soybean,Seedling,24.7,51.6,9.4,1.6,242.5,65.5,22.3,6.1,OFF,MOP,LOW,66,152,West India
Sikkim,Gangtok,2023-10-30 05:00:00,Maize,Harvest,23.3,61.7,5.0,1.7,774.6,55.4,21.0,6.6,ON,NONE,HIGH,66,120,Northeast India
Mizoram,Aizawl,2023-09-05 09:00:00,Banana,Seedling,29.2,72.0,11.8,3.0,558.1,68.5,27.4,6.3,ON,MOP,LOW,79,154,Northeast India
Uttarakhand,Dehradun,2023-10-15 06:00:00,Apple,Germination,14.0,60.9,5.6,2.8,345.9,52.0,11.0,6.0,ON,MOP,MEDIUM,82,92,North India
Goa,Vasco da Gama,2023-11-06 06:00:00,Cashew,Maturity,32.4,69.1,1.6,2.7,526.9,48.1,30.7,4.9,ON,UREA,LOW,86,127,West India
Jharkhand,Bokaro,2024-01-01 03:00:00,Pulses,Vegetative,21.6,64.8,5.0,6.2,596.6,35.2,18.8,6.4,ON,UREA,LOW,62,164,East India
Punjab,Amritsar,2023-06-20 07:00:00,Sugarcane,Fruiting,34.7,68.5,7.3,6.4,776.6,58.4,32.9,6.6,OFF,SSP,MEDIUM,76,111,North India
Karnataka,Mangaluru,2024-06-24 08:00:00,Maize,Harvest,28.0,51.4,3.4,5.7,649.9,56.8,26.2,5.9,OFF,DAP,HIGH,72,138,South India
Rajasthan,Jaipur,2024-11-18 15:00:00,Cotton,Seedling,33.7,66.5,3.1,0.5,698.0,54.6,32.1,7.6,ON,DAP,HIGH,51,160,North India
Jharkhand,Bokaro,2023-06-21 21:00:00,Mustard,Fruiting,14.8,50.1,2.7,1.0,731.1,53.2,12.9,6.6,OFF,MOP,MEDIUM,72,154,East India
Goa,Vasco da Gama,2024-01-10 04:00:00,Mango,Seedling,39.0,60.6,5.4,5.9,640.1,58.5,36.9,5.4,OFF,ORGANIC,LOW,83,102,West India
Chhattisgarh,Bilaspur,2023-05-21 09:00:00,Rice,Vegetative,27.1,90.1,12.1,4.6,407.8,71.5,25.8,5.7,ON,ORGANIC,MEDIUM,59,175,Central India
Odisha,Sambalpur,2023-10-26 19:00:00,Groundnut,Germination,25.1,51.9,3.3,2.7,477.4,42.1,24.0,6.6,OFF,UREA,MEDIUM,74,178,East India
Bihar,Darbhanga,2024-07-14 22:00:00,Maize,Harvest,31.7,67.8,6.5,4.8,266.1,55.6,30.4,6.5,OFF,UREA,MEDIUM,65,91,East India
Odisha,Sambalpur,2023-09-04 00:00:00,Rice,Seedling,33.4,76.6,15.6,3.0,282.4,63.6,32.2,5.5,ON,NONE,LOW,74,90,East India
West Bengal,Bardhaman,2023-06-21 01:00:00,Wheat,Harvest,24.6,37.3,1.8,1.7,784.8,39.0,22.3,6.5,ON,ORGANIC,MEDIUM,88,155,East India
Madhya Pradesh,Gwalior,2023-10-10 04:00:00,Maize,Vegetative,28.5,77.0,7.2,6.5,525.7,46.2,26.7,6.8,OFF,NONE,LOW,79,122,Central India
Tamil Nadu,Thanjavur,2023-09-07 03:00:00,Sugarcane,Harvest,35.8,77.2,9.9,3.8,341.3,51.4,33.3,7.3,ON,ORGANIC,MEDIUM,79,153,South India
Haryana,Hisar,2023-08-15 05:00:00,Mustard,Harvest,14.3,53.1,4.9,4.7,657.6,34.2,12.1,6.3,OFF,NONE,HIGH,66,156,North India
Andhra Pradesh,Vijayawada,2023-03-03 20:00:00,Chilli,Seedling,25.6,78.6,6.4,6.5,784.1,46.8,23.7,5.9,OFF,SSP,MEDIUM,75,104,South India
Gujarat,Rajkot,2024-04-01 18:00:00,Cotton,Flowering,29.1,65.8,5.8,4.7,477.5,40.9,27.5,6.2,ON,NPK,HIGH,68,101,West India
Himachal Pradesh,Dharamshala,2023-03-03 19:00:00,Ginger,Maturity,28.5,67.0,4.6,4.2,409.3,65.4,26.6,5.6,ON,SSP,LOW,79,157,North India
Odisha,Berhampur,2024-02-23 13:00:00,Groundnut,Germination,27.8,55.3,5.0,6.2,519.3,57.0,24.8,6.8,OFF,SSP,MEDIUM,79,148,East India
Tamil Nadu,Salem,2023-07-29 08:00:00,Sugarcane,Harvest,37.9,75.4,7.5,1.0,551.6,64.3,35.9,7.4,OFF,NONE,MEDIUM,60,108,South India
Uttar Pradesh,Meerut,2024-02-14 16:00:00,Rice,Maturity,26.3,83.6,7.1,3.6,507.9,74.6,22.4,5.7,OFF,ORGANIC,HIGH,53,136,North India
West Bengal,Kolkata,2024-09-15 17:00:00,Jute,Fruiting,24.7,75.4,8.1,6.1,485.6,66.5,20.9,6.9,OFF,UREA,MEDIUM,68,162,East India
Meghalaya,Jowai,2023-11-27 13:00:00,Maize,Vegetative,23.4,50.7,2.0,5.8,571.9,60.5,21.1,6.8,OFF,DAP,MEDIUM,81,130,Northeast India
Chhattisgarh,Durg,2024-03-07 09:00:00,Soybean,Seedling,22.8,64.6,5.7,4.8,253.3,45.3,19.0,6.6,ON,NONE,MEDIUM,64,180,Central India
Maharashtra,Aurangabad,2023-10-30 01:00:00,Wheat,Fruiting,25.4,62.1,3.5,3.4,675.3,34.8,24.0,6.9,OFF,NPK,HIGH,63,106,West India
Andhra Pradesh,Nellore,2023-11-25 23:00:00,Chilli,Vegetative,25.7,79.1,3.3,0.8,457.9,52.4,22.8,6.3,ON,MOP,LOW,76,123,South India
Andhra Pradesh,Guntur,2024-02-25 19:00:00,Tobacco,Seedling,19.5,63.0,4.3,6.0,557.9,40.7,17.4,5.9,OFF,ORGANIC,LOW,79,102,South India
Karnataka,Hubballi,2024-07-15 20:00:00,Maize,Fruiting,31.5,75.9,4.2,3.5,246.1,59.4,29.6,5.9,OFF,NONE,LOW,93,139,South India
Rajasthan,Jodhpur,2023-01-12 23:00:00,Bajra,Seedling,41.1,28.5,4.0,0.7,571.3,46.0,38.5,7.0,ON,SSP,HIGH,44,121,North India
Punjab,Ludhiana,2023-06-29 22:00:00,Wheat,Vegetative,18.7,68.6,6.1,3.2,207.6,34.2,15.4,7.1,ON,MOP,MEDIUM,70,175,North India
Himachal Pradesh,Dharamshala,2023-08-17 20:00:00,Maize,Maturity,18.5,74.6,3.1,6.0,330.3,50.4,14.6,6.7,OFF,NONE,MEDIUM,91,140,North India
Madhya Pradesh,Jabalpur,2023-07-16 03:00:00,Maize,Harvest,27.7,57.4,5.7,3.6,755.2,58.4,23.8,6.0,OFF,DAP,MEDIUM,65,178,Central India
Assam,Dibrugarh,2023-01-19 22:00:00,Tea,Seedling,19.4,79.2,14.0,6.2,434.0,69.5,16.8,5.9,ON,DAP,HIGH,65,132,Northeast India
Bihar,Bhagalpur,2023-12-31 12:00:00,Rice,Harvest,26.3,80.0,4.9,3.6,308.6,51.6,23.4,7.0,OFF,NONE,MEDIUM,72,158,East India
Odisha,Bhubaneswar,2023-06-28 20:00:00,Sugarcane,Harvest,31.8,77.0,7.9,3.7,238.4,60.0,29.6,6.4,OFF,MOP,LOW,79,116,East India
Maharashtra,Nashik,2024-08-14 02:00:00,Sugarcane,Harvest,32.6,72.7,3.4,2.4,716.7,46.7,31.6,7.5,OFF,NONE,HIGH,80,103,West India
Mizoram,Aizawl,2023-04-14 05:00:00,Maize,Harvest,19.7,64.8,1.7,3.4,420.4,61.4,17.3,6.7,ON,ORGANIC,HIGH,62,152,Northeast India
Mizoram,Lunglei,2024-01-12 06:00:00,Banana,Vegetative,33.2,81.5,11.5,5.8,731.9,75.8,31.4,5.8,ON,ORGANIC,MEDIUM,83,92,Northeast India
Maharashtra,Pune,2024-03-13 08:00:00,Onion,Seedling,27.4,66.1,1.5,3.1,510.6,52.2,25.0,6.5,ON,NONE,HIGH,48,163,West India
Haryana,Karnal,2023-11-02 05:00:00,Rice,Harvest,24.8,67.5,8.8,3.3,561.4,66.7,21.8,6.4,OFF,DAP,LOW,73,98,North India
Chhattisgarh,Durg,2023-03-22 06:00:00,Soybean,Seedling,24.2,71.8,0.3,6.4,532.1,61.3,20.6,6.7,OFF,NONE,LOW,74,141,Central India
Haryana,Ambala,2023-11-01 06:00:00,Sugarcane,Fruiting,23.9,62.4,10.0,3.1,539.4,67.2,20.5,7.3,ON,NPK,MEDIUM,67,178,North India
Haryana,Ambala,2024-10-20 12:00:00,Cotton,Seedling,30.1,45.1,3.4,2.2,256.5,36.6,26.9,6.9,ON,SSP,LOW,90,168,North India
West Bengal,Kolkata,2023-05-14 11:00:00,Potato,Maturity,20.7,70.9,4.9,3.2,372.4,70.9,17.1,5.2,ON,SSP,LOW,87,173,East India
Andhra Pradesh,Vijayawada,2023-04-23 05:00:00,Rice,Vegetative,32.6,82.7,11.2,5.5,344.1,62.7,31.1,7.0,ON,SSP,MEDIUM,69,117,South India
Karnataka,Mangaluru,2024-11-15 00:00:00,Ragi,Vegetative,31.6,55.9,3.9,6.4,341.9,38.1,29.7,6.5,ON,DAP,HIGH,74,108,South India
Arunachal Pradesh,Naharlagun,2023-10-20 15:00:00,Ginger,Flowering,22.9,74.0,5.3,2.4,744.0,46.8,19.6,6.7,OFF,UREA,LOW,89,139,Northeast India
Telangana,Hyderabad,2023-06-13 05:00:00,Soybean,Maturity,29.0,59.4,4.3,5.6,597.4,53.9,26.4,6.8,ON,NONE,HIGH,74,132,South India
Punjab,Patiala,2023-07-11 23:00:00,Sugarcane,Flowering,36.0,61.9,9.9,4.7,555.7,70.0,33.6,7.4,OFF,NPK,MEDIUM,66,97,North India
Nagaland,Dimapur,2023-05-01 02:00:00,Soybean,Seedling,28.0,76.5,5.9,1.2,581.0,58.0,25.3,6.2,ON,NONE,HIGH,69,138,Northeast India
Uttar Pradesh,Allahabad,2024-09-27 10:00:00,Wheat,Fruiting,15.3,58.3,2.2,1.2,624.5,55.0,11.8,6.4,OFF,SSP,HIGH,79,106,North India
Haryana,Panipat,2024-07-23 15:00:00,Sugarcane,Fruiting,30.2,78.3,10.7,4.9,261.5,61.6,27.1,7.0,OFF,MOP,LOW,76,146,North India
Uttar Pradesh,Kanpur,2024-04-28 11:00:00,Wheat,Maturity,19.1,52.1,5.1,2.7,223.4,58.6,17.7,6.9,OFF,ORGANIC,MEDIUM,61,103,North India
Maharashtra,Aurangabad,2023-01-10 00:00:00,Onion,Vegetative,29.3,60.4,1.1,1.2,556.0,41.7,28.0,6.4,ON,DAP,HIGH,46,100,West India
Meghalaya,Tura,2023-12-29 03:00:00,Maize,Harvest,28.2,67.6,2.2,5.4,667.5,46.1,26.0,6.7,ON,MOP,LOW,74,170,Northeast India
Kerala,Kochi,2024-01-10 07:00:00,Banana,Seedling,30.8,85.4,9.0,2.7,732.8,68.4,29.5,6.6,ON,UREA,MEDIUM,65,157,South India
Arunachal Pradesh,Itanagar,2023-01-10 07:00:00,Rice,Maturity,28.4,82.2,13.6,4.1,479.5,67.5,25.3,6.4,ON,UREA,MEDIUM,68,122,Northeast India
Punjab,Patiala,2024-09-13 16:00:00,Cotton,Maturity,29.1,47.5,4.0,1.4,513.2,36.9,25.8,6.5,ON,SSP,LOW,67,100,North India
Sikkim,Namchi,2023-05-19 20:00:00,Rice,Germination,25.4,70.8,8.0,3.6,464.9,71.2,23.0,6.2,OFF,UREA,MEDIUM,63,144,Northeast India
Bihar,Bhagalpur,2024-01-05 14:00:00,Sugarcane,Harvest,28.8,65.8,5.7,5.8,254.1,71.9,24.9,7.2,ON,DAP,LOW,87,163,East India
West Bengal,Bardhaman,2023-02-26 12:00:00,Wheat,Seedling,24.0,56.5,3.5,5.6,731.2,54.3,20.3,7.6,ON,SSP,LOW,85,174,East India
West Bengal,Bardhaman,2023-02-02 22:00:00,Mustard,Germination,21.5,47.9,3.0,2.0,685.5,37.5,19.6,6.3,OFF,NPK,MEDIUM,72,94,East India
Tamil Nadu,Madurai,2024-06-05 21:00:00,Turmeric,Vegetative,21.0,78.4,7.0,5.6,282.0,67.1,20.0,7.0,OFF,MOP,MEDIUM,76,94,South India
Arunachal Pradesh,Pasighat,2023-12-14 02:00:00,Orange,Germination,22.8,75.3,6.1,6.2,280.1,39.4,21.2,5.7,OFF,SSP,HIGH,78,149,Northeast India
Uttar Pradesh,Varanasi,2023-01-12 17:00:00,Potato,Maturity,12.0,71.4,1.0,4.9,248.1,68.5,8.9,5.5,OFF,NPK,MEDIUM,82,108,North India
Tamil Nadu,Salem,2023-04-13 11:00:00,Groundnut,Seedling,35.2,57.6,4.2,2.3,456.3,54.4,31.2,6.2,OFF,NPK,HIGH,79,138,South India
Maharashtra,Kolhapur,2024-05-21 09:00:00,Onion,Maturity,21.9,58.8,3.0,6.4,601.3,40.6,19.9,7.2,OFF,NONE,HIGH,51,176,West India
Punjab,Amritsar,2024-11-02 06:00:00,Cotton,Seedling,31.4,61.6,2.4,2.3,237.9,30.6,29.0,7.0,ON,UREA,HIGH,41,151,North India
Karnataka,Bengaluru,2024-05-23 10:00:00,Cotton,Vegetative,29.8,67.6,3.6,3.5,316.6,42.3,25.9,6.6,OFF,UREA,HIGH,47,159,South India
Manipur,Thoubal,2023-01-17 12:00:00,Ginger,Harvest,27.6,83.5,7.2,5.1,656.5,66.2,25.4,6.5,OFF,NONE,LOW,83,95,Northeast India
Tamil Nadu,Madurai,2023-02-08 12:00:00,Groundnut,Seedling,30.3,71.0,4.6,5.6,326.9,44.4,28.4,5.5,OFF,SSP,MEDIUM,64,177,South India
Himachal Pradesh,Shimla,2023-10-15 11:00:00,Ginger,Maturity,28.4,76.7,4.7,4.1,673.3,63.7,26.1,5.8,ON,SSP,MEDIUM,72,144,North India
Karnataka,Bengaluru,2024-03-13 21:00:00,Groundnut,Harvest,31.5,64.3,5.0,1.5,760.6,35.2,28.4,5.7,ON,ORGANIC,HIGH,75,170,South India
Maharashtra,Nagpur,2024-10-12 09:00:00,Rice,Germination,29.7,88.1,6.6,2.6,402.6,55.2,27.7,6.2,OFF,ORGANIC,MEDIUM,69,140,West India
Uttarakhand,Nainital,2023-09-09 03:00:00,Soybean,Harvest,21.5,78.5,2.4,2.6,554.7,63.0,20.3,6.3,OFF,ORGANIC,HIGH,53,136,North India
Karnataka,Mysuru,2023-04-27 16:00:00,Sugarcane,Flowering,24.9,66.1,8.4,2.8,501.3,72.0,23.8,7.0,ON,SSP,HIGH,61,103,South India
Andhra Pradesh,Kurnool,2024-05-04 15:00:00,Tobacco,Flowering,23.5,69.0,6.6,5.6,287.2,55.9,21.1,7.1,OFF,ORGANIC,HIGH,54,123,South India
Kerala,Kozhikode,2024-11-10 07:00:00,Banana,Vegetative,27.4,87.5,10.1,4.1,349.3,50.1,26.2,7.2,ON,ORGANIC,LOW,73,132,South India
Haryana,Hisar,2023-01-10 12:00:00,Sugarcane,Seedling,29.4,79.2,5.4,5.7,314.4,65.3,27.1,7.1,OFF,DAP,HIGH,58,138,North India
Telangana,Karimnagar,2024-04-13 23:00:00,Soybean,Flowering,28.7,77.2,3.5,2.1,566.9,49.8,25.8,6.7,ON,NONE,HIGH,54,148,South India
Goa,Panaji,2023-12-26 00:00:00,Mango,Seedling,33.4,67.0,1.3,5.4,572.2,56.1,31.3,6.5,ON,SSP,MEDIUM,86,153,West India
Madhya Pradesh,Ujjain,2024-08-13 15:00:00,Chickpea,Seedling,18.4,53.7,3.1,6.4,518.3,51.0,15.1,6.2,ON,ORGANIC,MEDIUM,85,148,Central India
Tripura,Dharmanagar,2023-06-15 16:00:00,Jute,Flowering,29.7,76.0,7.8,5.6,665.4,68.0,28.3,7.2,ON,NONE,LOW,89,133,Northeast India
Meghalaya,Jowai,2024-01-15 15:00:00,Maize,Flowering,29.6,58.1,1.9,3.5,454.4,55.4,26.0,6.4,OFF,UREA,HIGH,74,132,Northeast India
Assam,Guwahati,2023-04-29 01:00:00,Jute,Flowering,25.6,81.6,8.5,6.0,325.3,61.1,21.6,6.6,OFF,UREA,HIGH,67,99,Northeast India
Manipur,Thoubal,2024-01-28 04:00:00,Rice,Flowering,27.1,72.7,10.0,3.2,636.2,74.2,24.3,6.0,OFF,NPK,MEDIUM,75,131,Northeast India
Madhya Pradesh,Indore,2024-05-19 05:00:00,Chickpea,Maturity,12.8,52.0,2.1,6.3,555.4,52.1,11.3,7.1,OFF,NPK,LOW,85,101,Central India
Uttar Pradesh,Lucknow,2023-02-06 03:00:00,Wheat,Seedling,19.2,70.8,3.2,1.2,557.7,41.2,16.9,7.2,ON,UREA,LOW,93,101,North India
West Bengal,Kolkata,2024-08-13 03:00:00,Potato,Flowering,20.6,73.5,5.4,3.4,491.0,53.8,16.9,5.4,ON,MOP,MEDIUM,77,120,East India
Punjab,Bathinda,2023-08-23 06:00:00,Wheat,Maturity,16.6,52.1,4.2,2.2,452.6,42.5,15.1,6.5,OFF,SSP,HIGH,56,143,North India
Tripura,Udaipur,2023-06-25 09:00:00,Pineapple,Fruiting,24.1,73.9,4.9,1.0,583.9,51.2,21.5,5.8,ON,NONE,HIGH,65,148,Northeast India
Bihar,Darbhanga,2024-02-02 03:00:00,Lentil,Maturity,23.6,50.7,2.9,3.3,783.3,42.3,20.5,7.1,OFF,NPK,MEDIUM,85,132,East India
Punjab,Patiala,2024-03-27 05:00:00,Rice,Vegetative,32.0,86.4,13.6,2.8,575.2,61.0,30.9,6.7,OFF,DAP,MEDIUM,79,108,North India
Punjab,Jalandhar,2023-08-20 18:00:00,Cotton,Flowering,26.2,72.1,1.5,5.2,581.3,36.8,23.8,6.0,OFF,NPK,MEDIUM,61,153,North India
Gujarat,Rajkot,2023-05-10 05:00:00,Groundnut,Germination,28.5,56.7,1.0,3.1,707.8,50.2,26.5,6.3,ON,SSP,LOW,74,124,West India
Rajasthan,Jaipur,2024-07-31 17:00:00,Bajra,Seedling,30.2,38.6,1.1,4.4,299.6,36.9,26.3,6.3,ON,NPK,MEDIUM,67,135,North India
Uttarakhand,Haridwar,2024-11-19 05:00:00,Soybean,Seedling,20.6,68.8,6.6,6.5,501.9,42.4,17.2,6.3,OFF,SSP,HIGH,72,91,North India
Assam,Jorhat,2024-05-12 10:00:00,Jute,Seedling,25.7,80.3,10.3,5.2,507.9,77.6,22.7,7.0,OFF,NONE,MEDIUM,69,97,Northeast India
Gujarat,Vadodara,2023-04-08 22:00:00,Castor,Vegetative,24.4,43.1,2.1,1.6,569.5,39.0,21.2,6.6,OFF,NPK,MEDIUM,58,120,West India
Gujarat,Rajkot,2023-07-10 21:00:00,Groundnut,Seedling,33.4,65.0,3.1,5.5,614.4,61.6,30.7,5.7,ON,ORGANIC,HIGH,40,108,West India
Punjab,Amritsar,2023-04-25 05:00:00,Sugarcane,Maturity,27.3,65.5,12.0,0.8,248.2,66.6,23.6,6.7,OFF,NPK,LOW,84,112,North India
Sikkim,Gangtok,2024-09-22 11:00:00,Maize,Flowering,28.0,60.4,6.1,0.8,653.1,63.4,24.7,6.1,ON,NPK,HIGH,79,169,Northeast India
Uttar Pradesh,Allahabad,2024-02-05 15:00:00,Sugarcane,Seedling,30.9,75.3,5.0,6.2,396.3,51.6,27.5,6.0,OFF,NONE,HIGH,56,100,North India
